Alternatives,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
Ascend GX1,173.0,10.0,2014.0,6.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,200.0
Honor 6 Plus,165.0,5.0,2014.0,5.0,256.0,16384.0,3072.0,8.0,8.0,4.0,2.0,320.0
Ascend Mate7 Monarch,185.0,6.0,2014.0,6.0,256.0,65536.0,3072.0,13.0,5.0,4.0,2.0,500.0
Honor 4X,165.0,5.0,2014.0,5.0,32.0,8192.0,2048.0,13.0,5.0,4.0,2.0,200.0
Honor Holly,156.0,5.0,2014.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,100.0
MediaPad T1 10,433.0,15.0,2015.0,9.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,180.0
Honor 4 Play,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
Ascend G620s,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,180.0
Ascend Y550,153.0,5.0,2014.0,4.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,130.0
Ascend G7,165.0,5.0,2014.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,260.0
Ascend Mate7,185.0,6.0,2014.0,6.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,340.0
Honor 3C Play,156.0,5.0,2014.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,130.0
Honor 6,130.0,4.0,2014.0,5.0,64.0,16384.0,3072.0,13.0,5.0,4.0,2.0,290.0
Honor 3X Pro,162.0,5.0,2014.0,5.0,64.0,32768.0,2048.0,13.0,5.0,4.0,2.0,200.0
Honor 3C 4G,140.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,200.0
Ascend G535,145.0,11.0,2014.0,4.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,110.0
Ascend G630,160.0,5.0,2014.0,5.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,170.0
Ascend P7,124.0,4.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,8.0,4.0,2.0,250.0
Ascend P7 mini,115.0,6.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,180.0
Ascend G6 4G,115.0,6.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,240.0
Ascend G6,115.0,6.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,5.0,4.0,2.0,250.0
MediaPad M1,329.0,11.0,2014.0,8.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,300.0
MediaPad X1,239.0,8.0,2014.0,7.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,350.0
Ascend Mate2 4G,202.0,7.0,2014.0,6.0,64.0,16384.0,2048.0,13.0,5.0,4.0,2.0,330.0
Honor 3X G750,162.0,5.0,2013.0,5.0,64.0,8192.0,2048.0,13.0,5.0,4.0,2.0,250.0
Honor 3C,140.0,4.0,2013.0,5.0,32.0,8192.0,2048.0,8.0,5.0,4.0,2.0,140.0
Ascend G740,150.0,5.0,2013.0,5.0,32.0,8192.0,1024.0,8.0,1.0,4.0,2.0,250.0
Honor 3,138.0,4.0,2013.0,4.0,32.0,8192.0,2048.0,13.0,1.0,3.0,2.0,230.0
Ascend G700,155.0,5.0,2013.0,5.0,32.0,8192.0,2048.0,8.0,1.0,4.0,2.0,190.0
Ascend P6,120.0,4.0,2013.0,4.0,32.0,8192.0,2048.0,8.0,5.0,3.0,2.0,230.0
Premia 4G M931,140.0,4.0,2013.0,4.0,32.0,4096.0,1024.0,5.0,1.0,3.0,2.0,120.0
Ascend G615,145.0,11.0,2013.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,250.0
Ascend Mate,198.0,6.0,2013.0,6.0,64.0,8192.0,2048.0,8.0,1.0,4.0,2.0,230.0
Honor 2,145.0,11.0,2012.0,4.0,32.0,8192.0,2048.0,8.0,1.0,3.0,2.0,150.0
Ascend P1 LTE,135.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,150.0
Ascend P1,110.0,3.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,170.0
MediaPad 10 FHD,580.0,1.0,2012.0,10.0,32.0,8192.0,2048.0,8.0,1.0,3.0,2.0,330.0
Ascend D1 XL U9500E,132.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,350.0
Ascend D1,132.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,210.0
Ascend D quad XL,150.0,5.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,260.0
Ascend D quad,130.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,290.0
Ascend P1s,130.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,260.0
MediaPad,390.0,13.0,2011.0,7.0,32.0,8192.0,1024.0,5.0,1.0,2.0,2.0,150.0
MediaPad S7-301w,390.0,13.0,2011.0,7.0,32.0,8192.0,1024.0,5.0,1.0,2.0,2.0,160.0
Jolla C,150.0,5.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,170.0
Tablet,384.0,13.0,2014.0,7.0,256.0,32768.0,2048.0,5.0,2.0,3.0,2.0,170.0
Jolla,141.0,4.0,2013.0,4.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,180.0
Sparkle V,138.0,4.0,2014.0,4.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,80.0
S5 Titanium,200.0,5.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,2.0,2.0,2.0,160.0
DuraForce,200.0,5.0,2014.0,4.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,320.0
Brigadier,187.0,6.0,2014.0,4.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,300.0
Torque E6710,168.0,5.0,2013.0,4.0,32.0,4096.0,1024.0,5.0,1.0,4.0,2.0,270.0
A77,140.0,4.0,2017.0,4.0,32.0,8192.0,1024.0,5.0,5.0,4.0,2.0,6099.0
Z25,163.0,5.0,2017.0,5.0,128.0,32768.0,4096.0,13.0,8.0,4.0,2.0,250.0
Z10,148.0,5.0,2017.0,5.0,128.0,16384.0,2048.0,8.0,5.0,4.0,2.0,160.0
V5,153.0,5.0,2016.0,5.0,32.0,16384.0,3072.0,13.0,8.0,4.0,2.0,150.0
X3,142.0,1.0,2016.0,5.0,32.0,8192.0,2048.0,8.0,5.0,4.0,2.0,100.0
X10,133.0,4.0,2015.0,5.0,32.0,16384.0,3072.0,13.0,5.0,4.0,2.0,150.0
Pixel V2,128.0,4.0,2015.0,5.0,32.0,16384.0,2048.0,13.0,8.0,4.0,2.0,120.0
Pixel V1,135.0,4.0,2015.0,5.0,32.0,32768.0,2048.0,8.0,5.0,4.0,2.0,160.0
Iris X1 Grand,152.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
Iris X8,160.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,3.0,4.0,2.0,130.0
Iris Fuel 60,174.0,6.0,2014.0,5.0,32.0,8192.0,1024.0,10.0,2.0,3.0,2.0,130.0
Iris Fuel 50,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
Iris X5,134.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,110.0
Iris Pro 30+,116.0,9.0,2014.0,4.0,32.0,16384.0,1024.0,13.0,3.0,4.0,2.0,150.0
Iris X1,138.0,4.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
Iris Pro 30,114.0,2.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,3.0,4.0,2.0,180.0
Tab 4 10 Plus,475.0,5.0,2017.0,10.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,240.0
Tab 4 10,500.0,10.0,2017.0,10.0,256.0,16384.0,2048.0,5.0,2.0,4.0,2.0,140.0
Tab 4 8 Plus,300.0,10.0,2017.0,8.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,190.0
Tab 4 8,310.0,10.0,2017.0,8.0,256.0,16384.0,2048.0,5.0,2.0,4.0,2.0,100.0
Tab3 8 Plus,329.0,11.0,2017.0,8.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,170.0
A6600 Plus,142.0,1.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,130.0
A6600,142.0,1.0,2016.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,110.0
B,144.0,8.0,2016.0,4.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,80.0
A Plus,146.0,5.0,2016.0,4.0,32.0,8192.0,1024.0,5.0,2.0,2.0,2.0,70.0
P2,177.0,6.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,240.0
K6 Note,169.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,250.0
K6 Power,145.0,11.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,170.0
K6,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,200.0
Phab2 Pro,182.0,6.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,280.0
Vibe K5 Plus,126.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,1.0,4.0,2.0,280.0
Vibe K5,128.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,200.0
A7000 Turbo,116.0,9.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,200.0
Vibe X3 c78,189.0,6.0,2014.0,5.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,140.0
Phab Plus,110.0,3.0,2013.0,4.0,32.0,4096.0,512.0,5.0,4033.0,4.0,2.0,80.0
Vibe P1m,177.0,6.0,2013.0,6.0,32.0,8192.0,2048.0,13.0,2.0,4.0,2.0,370.0
Vibe S1,110.0,3.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,160.0
S60,130.0,4.0,2013.0,5.0,32.0,8192.0,2048.0,13.0,2.0,4.0,2.0,370.0
P70,109.0,3.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,230.0
P90,135.0,4.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,350.0
Optimus L4 II Dual E445,167.0,5.0,2017.0,5.0,256.0,65536.0,4096.0,13.0,13.0,4.0,2.0,420.0
A390,144.0,8.0,2016.0,5.0,256.0,65536.0,4096.0,16.0,8.0,4.0,2.0,450.0
C299,209.0,7.0,2016.0,6.0,256.0,65536.0,3072.0,13.0,5.0,4.0,3.0,420.0
Optimus L9 P769,147.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,1.0,300.0
Optimus Vu II,128.0,4.0,2015.0,5.0,256.0,16384.0,3072.0,13.0,5.0,4.0,2.0,200.0
Optimus Vu II F200,128.0,4.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,180.0
Optimus G E970,137.0,4.0,2015.0,5.0,256.0,16384.0,1024.0,8.0,5.0,4.0,2.0,160.0
Optimus G LS970,155.0,5.0,2015.0,5.0,256.0,16384.0,3072.0,13.0,5.0,4.0,1.0,300.0
Optimus G E975,155.0,5.0,2015.0,5.0,256.0,16384.0,1024.0,13.0,5.0,4.0,1.0,250.0
Intuition VS950,143.0,4.0,2015.0,4.0,256.0,16384.0,1024.0,8.0,5.0,4.0,2.0,200.0
Splendor US730,153.0,5.0,2015.0,5.0,256.0,16384.0,1024.0,5.0,2.0,4.0,2.0,120.0
Escape P870,200.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,8.0,5.0,4.0,2.0,170.0
Optimus Vu P895,154.0,5.0,2015.0,5.0,256.0,8192.0,1024.0,8.0,5.0,4.0,2.0,100.0
Optimus L3 E405,212.0,7.0,2015.0,5.0,128.0,16384.0,2048.0,13.0,5.0,4.0,2.0,300.0
C199,156.0,5.0,2015.0,4.0,32.0,16384.0,1024.0,5.0,2.0,4.0,2.0,140.0
T385,130.0,4.0,2015.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,240.0
Optimus Elite LS696,135.0,4.0,2015.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,140.0
Optimus L3 E400,204.0,7.0,2015.0,6.0,256.0,65536.0,3072.0,24.0,8.0,4.0,2.0,490.0
Spectrum VS920,149.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,230.0
X350,146.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,230.0
Optimus 2 AS680,156.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,170.0
Extravert VN271,98.0,3.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,160.0
Optimus Slider,143.0,8.0,2014.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,310.0
A290,374.0,13.0,2013.0,7.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,190.0
T515 Cookie Duo,131.0,4.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,220.0
A100,143.0,4.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,200.0
Optimus Big LU6800,124.0,4.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,230.0
Cosmos 2,176.0,6.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,230.0
Thrill 4G P925,140.0,4.0,2013.0,4.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,170.0
T315,131.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,200.0
Optimus 2X SU660,432.0,15.0,2015.0,10.0,256.0,16384.0,1024.0,5.0,720.0,2.0,2.0,210.0
Optimus 2X,311.0,10.0,2015.0,8.0,256.0,8192.0,1024.0,5.0,720.0,2.0,2.0,130.0
GM200 Brio,160.0,5.0,2017.0,5.0,128.0,16384.0,1024.0,13.0,5.0,4.0,2.0,130.0
GM730 Eigen,193.0,6.0,2016.0,5.0,256.0,65536.0,4096.0,20.0,8.0,4.0,3.0,250.0
GB130,160.0,5.0,2014.0,5.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,150.0
GM310,142.0,1.0,2014.0,5.0,256.0,16384.0,2048.0,16.0,8.0,4.0,2.0,200.0
CT810 Incite,232.0,8.0,2014.0,6.0,32.0,4096.0,1024.0,8.0,2.0,3.0,2.0,240.0
KP152,140.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,240.0
KF900 Prada,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,280.0
KP260,120.0,4.0,2017.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,150.0
KP199,175.0,5.0,2017.0,5.0,256.0,32768.0,3072.0,13.0,8.0,4.0,2.0,230.0
KP170,490.0,8.0,2017.0,9.0,256.0,32768.0,4096.0,8.0,5.0,4.0,2.0,450.0
GT365 Neon,170.0,6.0,2017.0,5.0,256.0,65536.0,6144.0,23.0,8.0,4.0,2.0,800.0
KS360,170.0,6.0,2017.0,5.0,256.0,32768.0,4096.0,12.0,13.0,4.0,2.0,550.0
Univa E510,270.0,9.0,2016.0,6.0,256.0,8192.0,1024.0,5.0,2.0,4.0,2.0,120.0
KF390,320.0,11.0,2016.0,7.0,256.0,32768.0,4096.0,8.0,2.0,4.0,1.0,390.0
KF350,150.0,5.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,130.0
KF245,175.0,6.0,2016.0,5.0,256.0,32768.0,2048.0,16.0,8.0,4.0,2.0,280.0
KF240,151.0,5.0,2016.0,5.0,256.0,65536.0,4096.0,16.0,8.0,4.0,2.0,440.0
U370,490.0,8.0,2016.0,9.0,256.0,32768.0,3072.0,8.0,5.0,4.0,1.0,360.0
KC550,430.0,15.0,2016.0,9.0,256.0,32768.0,4096.0,8.0,5.0,4.0,2.0,400.0
KF757 Secret,148.0,5.0,2016.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,230.0
KF750 Secret,150.0,5.0,2016.0,5.0,256.0,32768.0,2048.0,13.0,8.0,4.0,2.0,270.0
KF755 Secret,144.0,8.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,360.0
KF600,233.0,8.0,2016.0,6.0,256.0,32768.0,3072.0,23.0,8.0,4.0,2.0,700.0
KF510,170.0,6.0,2016.0,5.0,256.0,65536.0,4096.0,23.0,8.0,4.0,3.0,690.0
KP320,155.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,450.0
KT610,202.0,7.0,2016.0,5.0,64.0,32768.0,2048.0,13.0,5.0,4.0,2.0,170.0
KT520,135.0,4.0,2016.0,4.0,256.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
KM710,125.0,4.0,2016.0,4.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,90.0
MG295,160.0,5.0,2016.0,5.0,64.0,16384.0,2048.0,8.0,5.0,4.0,2.0,150.0
KF310,153.0,5.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,5.0,4.0,2.0,110.0
KM500,140.0,4.0,2016.0,5.0,64.0,16384.0,2048.0,8.0,2.0,4.0,2.0,230.0
KG375,170.0,6.0,2015.0,5.0,256.0,16384.0,3072.0,13.0,5.0,4.0,2.0,180.0
KP235,185.0,6.0,2015.0,5.0,256.0,32768.0,4096.0,13.0,5.0,4.0,2.0,500.0
KP210,510.0,12.0,2015.0,10.0,64.0,8192.0,2048.0,5.0,2.0,4.0,2.0,160.0
KP130,135.0,4.0,2015.0,5.0,64.0,8192.0,2048.0,8.0,2.0,4.0,2.0,130.0
KP110,202.0,7.0,2015.0,5.0,64.0,8192.0,2048.0,13.0,5.0,4.0,2.0,170.0
KP105,170.0,6.0,2015.0,5.0,256.0,65536.0,4096.0,13.0,5.0,4.0,2.0,500.0
KP100,190.0,6.0,2015.0,6.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,300.0
KU385,190.0,6.0,2015.0,6.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,360.0
KU380,170.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,220.0
U960,140.0,4.0,2015.0,5.0,256.0,8192.0,2048.0,8.0,5.0,4.0,2.0,200.0
KG290,140.0,4.0,2015.0,5.0,256.0,8192.0,2048.0,13.0,5.0,4.0,2.0,210.0
KG288,272.0,9.0,2015.0,7.0,256.0,16384.0,2048.0,8.0,2.0,4.0,2.0,160.0
KS20,155.0,5.0,2015.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
KU990 Viewty,156.0,5.0,2015.0,5.0,32.0,32768.0,3072.0,13.0,8.0,4.0,2.0,300.0
KE500,350.0,12.0,2015.0,8.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,280.0
KU580,170.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,13.0,4.0,2.0,280.0
KE850 Prada,155.0,5.0,2015.0,5.0,64.0,16384.0,2048.0,8.0,2.0,4.0,2.0,180.0
KE970 Shine,170.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,250.0
KU970 Shine,170.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,370.0
KE770 Shine,299.0,10.0,2015.0,7.0,64.0,8192.0,2048.0,5.0,2.0,4.0,2.0,220.0
CU720 Shine,150.0,5.0,2015.0,4.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,90.0
KU950,280.0,9.0,2015.0,7.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,160.0
KS10,185.0,6.0,2015.0,5.0,64.0,16384.0,2048.0,13.0,5.0,4.0,2.0,400.0
KU311,140.0,4.0,2014.0,5.0,32.0,8192.0,2048.0,8.0,5.0,4.0,2.0,80.0
CU515,148.0,5.0,2014.0,4.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,160.0
CE110,279.0,9.0,2014.0,7.0,64.0,16384.0,2048.0,5.0,2.0,4.0,2.0,240.0
KU250,269.0,9.0,2014.0,7.0,64.0,16384.0,2048.0,5.0,2.0,4.0,2.0,240.0
KE260,145.0,11.0,2014.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,210.0
KU800,320.0,11.0,2014.0,8.0,64.0,16384.0,1024.0,5.0,2.0,4.0,2.0,150.0
L343i,295.0,10.0,2014.0,7.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,130.0
U830,328.0,11.0,2014.0,8.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,200.0
L600v,299.0,10.0,2014.0,7.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,210.0
KP202,595.0,1.0,2014.0,10.0,64.0,16384.0,2048.0,5.0,1.0,4.0,2.0,400.0
U310,150.0,5.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,320.0
U300,150.0,5.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,250.0
KG800,145.0,11.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,510.0
KE600,196.0,6.0,2014.0,6.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,200.0
KG330,196.0,6.0,2014.0,6.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,250.0
KG320,145.0,11.0,2015.0,5.0,64.0,8192.0,2048.0,8.0,2.0,4.0,2.0,120.0
CG180,145.0,11.0,2014.0,5.0,64.0,8192.0,2048.0,8.0,2.0,4.0,2.0,130.0
KG200,150.0,5.0,2014.0,4.0,64.0,8192.0,1024.0,5.0,2.0,4.0,2.0,300.0
KG270,116.0,9.0,2014.0,4.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,210.0
KG195,105.0,3.0,2013.0,4.0,64.0,16384.0,1024.0,8.0,2.0,4.0,2.0,290.0
KU730,145.0,11.0,2013.0,5.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,730.0
U900,522.0,1.0,2013.0,10.0,64.0,8192.0,1024.0,2.0,1.0,3.0,2.0,250.0
V9000,350.0,12.0,2013.0,8.0,64.0,16384.0,1024.0,5.0,1.0,3.0,2.0,150.0
KG245,328.0,11.0,2013.0,7.0,32.0,8192.0,1024.0,5.0,1.0,3.0,2.0,220.0
KG225,210.0,7.0,2013.0,6.0,64.0,16384.0,2048.0,8.0,1.0,3.0,2.0,350.0
KG220,585.0,1.0,2013.0,10.0,64.0,32768.0,2048.0,5.0,1.0,3.0,2.0,400.0
KG130,302.0,10.0,2013.0,7.0,32.0,16384.0,1024.0,5.0,1.0,4.0,2.0,130.0
KG120,340.0,11.0,2013.0,7.0,32.0,8192.0,1024.0,3.0,1.0,3.0,2.0,260.0
C2600,580.0,1.0,2013.0,10.0,32.0,16384.0,1024.0,5.0,1.0,3.0,2.0,230.0
M6100,525.0,1.0,2012.0,10.0,64.0,32768.0,2048.0,8.0,2.0,4.0,2.0,420.0
S5300,625.0,1.0,2012.0,10.0,32.0,32768.0,1024.0,8.0,2.0,3.0,2.0,430.0
S5200,598.0,1.0,2012.0,10.0,32.0,32768.0,1024.0,8.0,2.0,3.0,2.0,430.0
S5000,635.0,1.0,2012.0,10.0,32.0,16384.0,1024.0,8.0,1.0,3.0,2.0,290.0
U880,598.0,1.0,2012.0,10.0,32.0,32768.0,1024.0,8.0,2.0,3.0,2.0,340.0
B2250,598.0,1.0,2012.0,10.0,32.0,32768.0,1024.0,8.0,2.0,3.0,2.0,400.0
M4330,680.0,1.0,2011.0,10.0,32.0,16384.0,1024.0,5.0,1.0,2.0,2.0,280.0
U8150,135.0,4.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,2.0,4.0,2.0,100.0
M3,178.0,6.0,2017.0,5.0,256.0,32768.0,4096.0,13.0,8.0,4.0,2.0,250.0
Pro 6,180.0,6.0,2017.0,4.0,256.0,32768.0,3072.0,12.0,8.0,4.0,3.0,600.0
M3 Note,165.0,5.0,2016.0,5.0,256.0,32768.0,4096.0,21.0,8.0,4.0,2.0,530.0
PRO 5 mini,135.0,4.0,2016.0,5.0,256.0,16384.0,3072.0,13.0,8.0,4.0,2.0,270.0
M1 Metal,192.0,6.0,2015.0,5.0,256.0,32768.0,3072.0,18.0,2.0,4.0,2.0,450.0
PRO 5,170.0,6.0,2015.0,5.0,256.0,16384.0,2048.0,8.0,2.0,4.0,2.0,170.0
MX5,140.0,4.0,2014.0,3.0,256.0,65536.0,2048.0,8.0,2.0,4.0,2.0,590.0
M2 Note,196.0,6.0,2014.0,4.0,256.0,32768.0,3072.0,13.0,2.0,4.0,2.0,310.0
M1 Note,177.0,6.0,2014.0,3.0,256.0,16384.0,2048.0,8.0,2.0,4.0,2.0,290.0
M1,164.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,110.0
MX4 Pro,140.0,4.0,2013.0,4.0,64.0,65536.0,2048.0,8.0,2.0,4.0,2.0,390.0
MX4,170.0,6.0,2013.0,5.0,64.0,16384.0,2048.0,8.0,2.0,4.0,2.0,180.0
MX2,120.0,4.0,2013.0,3.0,32.0,8192.0,2048.0,5.0,2.0,4.0,2.0,150.0
MX 4-core,137.0,4.0,2013.0,4.0,64.0,16384.0,2048.0,8.0,2.0,4.0,2.0,230.0
MX,139.0,4.0,2013.0,3.0,64.0,16384.0,2048.0,8.0,2.0,4.0,2.0,170.0
Bolt A82,152.0,5.0,2017.0,5.0,64.0,65536.0,4096.0,13.0,8.0,4.0,2.0,170.0
X099,150.0,5.0,2016.0,5.0,64.0,16384.0,1024.0,8.0,2.0,4.0,2.0,80.0
Bolt A27,207.0,7.0,2015.0,6.0,64.0,65536.0,3072.0,24.0,8.0,4.0,2.0,310.0
A116 Canvas HD,177.0,6.0,2015.0,6.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
X277,180.0,6.0,2015.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,140.0
X234+,154.0,5.0,2015.0,5.0,64.0,8192.0,1024.0,8.0,2.0,4.0,2.0,120.0
A52,177.0,6.0,2014.0,6.0,64.0,16384.0,2048.0,13.0,5.0,3.0,2.0,210.0
A45,164.0,5.0,2014.0,5.0,64.0,8192.0,1024.0,13.0,5.0,3.0,2.0,150.0
X640,299.0,10.0,2014.0,7.0,64.0,8192.0,1024.0,5.0,2.0,3.0,2.0,130.0
X102,139.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,3.0,2.0,150.0
A50 Ninja,166.0,5.0,2014.0,5.0,64.0,4096.0,1024.0,8.0,2.0,3.0,2.0,110.0
X490,136.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,150.0
X271,206.0,7.0,2014.0,6.0,32.0,4096.0,1024.0,8.0,2.0,4.0,2.0,180.0
X270,155.0,5.0,2014.0,5.0,64.0,4096.0,1024.0,8.0,2.0,3.0,2.0,120.0
